"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",20427,0,2800,2820,26,3563,257,85.52
"None","Total",20427,0,2800,2820,26,3563,257,85.52
