"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",24216,0,3800,3779,35,5822,257,101.42
"None","Total",24216,0,3800,3779,35,5822,257,101.42
