"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",18318,0,2600,2524,24,6641,256,76.72
"None","Total",18318,0,2600,2524,24,6641,256,76.72
