"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",25470,0,5700,5813,28,12049,256,106.47
"None","Total",25470,0,5700,5813,28,12049,256,106.47
