"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",17663,0,7900,7876,25,11194,248,73.70
"None","Total",17663,0,7900,7876,25,11194,248,73.70
