"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",11395,0,2100,2072,24,2432,256,47.78
"None","Total",11395,0,2100,2072,24,2432,256,47.78
