"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",18412,8400,9700,10000,10000,10000,10000,11000,12000,18000
"Total",18412,8400,9700,10000,10000,10000,10000,11000,12000,18000
