"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",22081,4700,5000,5300,5500,5900,6600,7300,7800,8300
"Total",22081,4700,5000,5300,5500,5900,6600,7300,7800,8300
