"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",19448,6200,6900,7300,7600,9100,9700,10000,10000,11000
"Total",19448,6200,6900,7300,7600,9100,9700,10000,10000,11000
