"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",18110,3200,3400,3500,3500,3600,3700,4100,4200,5200
"Total",18110,3200,3400,3500,3500,3600,3700,4100,4200,5200
