"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",5912,0,2100,2035,26,2318,256,24.66
"None","Total",5912,0,2100,2035,26,2318,256,24.66
