"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",5912,2100,2100,2100,2100,2200,2200,2300,2300,2300
"Total",5912,2100,2100,2100,2100,2200,2200,2300,2300,2300
