"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",20159,5800,6200,6400,6500,7100,7600,8100,9500,10000
"Total",20159,5800,6200,6400,6500,7100,7600,8100,9500,10000
