"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",18110,0,3200,3207,24,5154,257,75.98
"None","Total",18110,0,3200,3207,24,5154,257,75.98
