"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",10559,2300,2300,2300,2400,2400,2500,2500,2600,2600
"Total",10559,2300,2300,2300,2400,2400,2500,2500,2600,2600
