"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",19095,3700,3900,4000,4000,4200,4500,5100,5500,5800
"Total",19095,3700,3900,4000,4000,4200,4500,5100,5500,5800
