"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",19095,0,3700,3637,31,5839,257,79.79
"None","Total",19095,0,3700,3637,31,5839,257,79.79
