"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",18262,6400,7000,7800,8600,10000,10000,11000,12000,12000
"Total",18262,6400,7000,7800,8600,10000,10000,11000,12000,12000
