"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",102699,77379,920,3260,3,220816,57,345.64
"None","Total",102699,77379,920,3260,3,220816,57,345.64
