"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",20508,3500,3600,3600,3700,3900,4200,4500,4700,5100
"Total",20508,3500,3600,3600,3700,3900,4200,4500,4700,5100
