"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",104472,77854,670,2839,4,13856,62,350.73
"None","Total",104472,77854,670,2839,4,13856,62,350.73
