"Method","Name","# requests","# failures","Median response time","Average response time","Min response time","Max response time","Average Content Size","Requests/s"
"POST","/",14268,0,4900,4886,11,8753,257,77.88
"None","Total",14268,0,4900,4886,11,8753,257,77.88
