"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",24260,6900,7100,7200,7400,7700,10000,10000,10000,11000
"Total",24260,6900,7100,7200,7400,7700,10000,10000,10000,11000
