"Name","# requests","50%","66%","75%","80%","90%","95%","98%","99%","100%"
"POST /",23248,4900,5000,5100,5200,5600,6200,6500,8100,8800
"Total",23248,4900,5000,5100,5200,5600,6200,6500,8100,8800
